meta.uuid,dem.age,dem.city_or_rural,dem.country_code,dem.education_level,dem.gender,question.DAL_residency,question.DAL_employment_status,question.DAL_household_income,question.DAL_disposable_income,question.DAL_CCI-Q12_household_finance_present,question.DAL_CCI_EC-Q1_household_finance_past,question.DAL_CCI_EC-Q2_household_finance_future,question.DAL_CCI-Q14_economic_situation_present,question.DAL_CCI_EC-Q3_economic_situation_past,question.DAL_CCI_EC-Q4_economic_situation_future,question.DAL_CCI_EC-Q5_inflation_past,question.DAL_CCI_EC-Q6_inflation_future,question.DAL_CCI-Q13_job_situation_present,question.DAL_CCI_EC-Q7_unemployment_future,question.DAL_CCI_EC-Q8_purchases_present,question.DAL_CCI_EC-Q9_purchases_future,question.DAL_PolRisk_democratic_change,question.DAL_PolRisk_strong_leader,question.DAL_PolRisk_approve_president,question.DAL_PolRisk_approve_political_rep,question.DAL_PolRisk_approve_ruling_party_VE,question.DAL_PolRisk_approve_ruling_party_MX,question.DAL_PolRisk_approve_ruling_party_BR,question.DAL_PolRisk_approve_ruling_party_TR,question.DAL_PolRisk_approve_ruling_party_UA,question.DAL_PolRisk_trust_police,question.DAL_PolRisk_trust_courts,question.DAL_PolRisk_tax_evasion,question.DAL_PolRisk_inequality_past,question.DAL_PolRisk_inequality_anger,question.DAL_PolRisk_corrupt_past,question.DAL_PolRisk_corrupt_anger,question.DAL_PolRisk_corrupt_experience,question.DAL_PolRisk_politcal_stability,question.DAL_PolRisk_protest_likelihood,question.DAL_opinion_foreign_companies,question.DAL_positive_countries_MX_BR_VE,question.DAL_positive_countries_UA_TR_EG,question.DAL_negative_countries_MX_BR_VE,question.DAL_negative_countries_UA_TR_EG,question.DAL_protectionism,question.DAL_migration_time,question.DAL_migration_motives
21afea60-cbac-0135-40fa-0a901406a434,49,city,MX,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",200 - 300,All of it,Somewhat secure,... a little worse,... get a lot better,Fairly well,... got a little better,... get a little better,... increased a little,... stay about the same,Somewhat secure,... decrease a little,Neither the right moment nor the wrong moment,About the same,Much more,Strongly agree,Strongly approve,Somewhat approve,,Strongly approve,,,,A lot,A lot,Never acceptable,... stayed the same,Not very angry,... stayed the same,Not very angry,No,Somewhat stable,Not at all likely,Very positive,Germany | Spain | Canada,,China,,Too little,Never,
21c003d0-ce6e-0135-e0f6-0a901406a434,28,city,MX,low,female,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",500 - 750,Less than half,Very secure,... a lot better,... get a lot better,Neither well nor poorly,... got a little worse,... get a little better,... increased moderately,... increase a little,Very secure,... increase a lot,The right moment,About the same,Slightly less,Neither agree nor disagree,Strongly disapprove,Somewhat approve,,Strongly approve,,,,A little,Not at all,Sometimes acceptable,... increased a little,Very angry,... increased a lot,Very angry,Yes,Not very stable,Not very likely,Somewhat positive,United States,,China,,The right amount,Within the next year,Desire to travel / see the world
21f7e1f0-c71b-0135-b03a-0a62aae02c3c,26,city,UA,high,female,"Yes, as a citizen",Selfå_-employed / Freelancer,300 - 400,About half,Not very secure,... a little worse,... stay the same,Fairly poorly,... got a little worse,... get a little worse,... increased a lot,... increase a lot,Not very secure,... increase a lot,The right moment,Fewer purchases,Slightly less,Somewhat disagree,Strongly disapprove,Strongly disapprove,,,,,Strongly disapprove,Not at all,Not at all,Sometimes acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Somewhat positive,,Japan | China | United Kingdom | Germany,,Russia,Too little,Sometime later,Economic situation in my country | Cost of living | Civic freedoms | Political situation in my country
22446e90-c79c-0135-2007-0a62aae02c3c,42,city,UA,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",500 - 750,Most of it,Not very secure,... a little better,... get a little better,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not very secure,... increase a lot,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Strongly agree,Strongly disapprove,Strongly disapprove,,,,,Strongly disapprove,Not at all,Not a lot,Never acceptable,... increased a lot,Not at all angry,... increased a lot,Not at all angry,Yes,Not at all stable,Not at all likely,Very negative,,Russia,,Germany | France | United States,Too little,Never,
22672c80-c6f7-0135-8075-0a901406a434,45,city,MX,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",750 - 1000,Most of it,Not very secure,... a little worse,... get a little worse,Fairly poorly,... got a little worse,... get a little worse,... increased a little,... increase a little,Somewhat secure,... increase a little,The wrong moment,Fewer purchases,Slightly less,Somewhat agree,Strongly disapprove,Strongly disapprove,,Strongly disapprove,,,,Not a lot,A little,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not very stable,Not very likely,Somewhat positive,China | United States | Germany | France | Japan | Spain | United Kingdom | Canada,,None of the above,,Too little,Never,
22710210-c6f1-0135-77cb-0a901406a434,44,city,BR,high,female,"Yes, as a citizen","Not employed, currently NOT looking for work",More than 3000,About half,Very secure,... a little better,... get a little better,Fairly well,... got a little worse,... get a lot better,... increased a lot,... stay about the same,Somewhat secure,... decrease a little,Neither the right moment nor the wrong moment,More purchases,Slightly less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,,Somewhat disapprove,,,Not a lot,A little,Never acceptable,... decreased a little,Not very angry,... increased a lot,Very angry,No,Not very stable,Somewhat likely,Somewhat positive,Germany,,China | United States,,Too little,Sometime later,Job / career opportunities
22727c50-c894-0135-0fed-0a62aae02c3c,14,city,MX,medium,female,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",100 - 200,Most of it,Somewhat secure,... a lot better,... get a lot better,Neither well nor poorly,... got a little better,... get a lot better,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,The right moment,About the same,Slightly more,Somewhat agree,Somewhat approve,Strongly approve,,Somewhat approve,,,,A lot,A little,Never acceptable,... increased a little,A little angry,... increased a little,A little angry,No,Somewhat stable,Not very likely,Somewhat positive,Spain,,United States,,Too little,Sometime later,Desire to travel / see the world
227e9f70-c6e5-0135-b489-0a901406a434,32,city,UA,medium,male,"Yes, as a citizen","Not employed, currently looking for work",100 - 200,About half,Not very secure,... a little better,... get a lot better,Fairly poorly,... got a little worse,... stay the same,... increased a lot,... increase a lot,Somewhat secure,... increase a little,The wrong moment,About the same,Neither more nor less,Strongly agree,Neither approve nor disapprove,Neither approve nor disapprove,,,,,Strongly disapprove,Not a lot,Not a lot,Never acceptable,... increased a lot,Very angry,... stayed the same,Very angry,No,Not very stable,Very likely,Somewhat positive,,United States,,Russia,Too little,Within the next year,Job / career opportunities
229cf370-c7be-0135-4272-0a62aae02c3c,59,city,BR,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",2000 - 3000,Less than half,Somewhat secure,... a little worse,... get a little better,Fairly well,... got a lot worse,... stay the same,... increased a little,... increase a little,Somewhat secure,... decrease a little,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Neither agree nor disagree,Neither approve nor disapprove,Strongly disapprove,,,Strongly disapprove,,,A little,Not a lot,Sometimes acceptable,... increased a lot,A little angry,... increased a lot,Very angry,No,Not at all stable,Not at all likely,Very positive,Spain | United States | Japan | Germany,,China,,Too little,Never,
22be8230-c71c-0135-ac1e-0a901406a434,34,city,UA,medium,male,"Yes, as a citizen","Employed, working 30 or more hours per week",200 - 300,Most of it,Not very secure,... the same,... get a lot better,Very poorly,... got a lot worse,... stay the same,... increased a lot,... increase a lot,Very secure,... increase a little,The wrong moment,Fewer purchases,Much less,Strongly disagree,Strongly disapprove,Strongly disapprove,,,,,Strongly disapprove,Not a lot,Not at all,Sometimes acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not at all stable,Not at all likely,Somewhat positive,,Germany | Japan | France | China | Turkey | United Kingdom | United States,,Russia,Too little,Within the next year,Economic situation in my country | Personal safety | Job / career opportunities | Other reason related to quality of life
22e498d0-c8d8-0135-0bf9-0a901406a434,27,city,BR,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",400 - 500,Most of it,Not very secure,... the same,... get a lot better,Very well,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Very secure,... increase a little,Neither the right moment nor the wrong moment,More purchases,Neither more nor less,Somewhat agree,Somewhat disapprove,Somewhat disapprove,,,Somewhat disapprove,,,Not a lot,Not a lot,Never acceptable,... increased a lot,A little angry,... increased a lot,Not very angry,No,Very stable,Not at all likely,Very positive,China | United Kingdom | United States | Germany | Japan,,None of the above,,Too little,Never,
22fbd120-c8bf-0135-3fc7-0a62aae02c3c,31,city,MX,low,female,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",100 - 200,Most of it,Not very secure,... a lot worse,Don't know,Very poorly,... got a little worse,... get a lot worse,... increased a lot,... stay about the same,Not very secure,... decrease a lot,The wrong moment,Fewer purchases,Slightly more,Neither agree nor disagree,Somewhat disapprove,Neither approve nor disapprove,,Somewhat disapprove,,,,Not a lot,Not a lot,Never acceptable,... stayed the same,A little angry,... increased a lot,Very angry,Yes,Not very stable,Not at all likely,Neither positive nor negative,Canada,,None of the above,,Too little,Never,
230cc0d0-c86d-0135-9b1b-0a901406a434,29,rural,UA,medium,female,"Yes, as a citizen","Employed, working 30 or more hours per week",300 - 400,Don't know,Not at all secure,... a little better,Don't know,Very poorly,... got a little better,Don't know,... increased a lot,Don't know,Not very secure,Don't know,Neither the right moment nor the wrong moment,Don't know,Neither more nor less,Somewhat agree,Somewhat approve,Neither approve nor disapprove,,,,,Somewhat approve,Not a lot,Not a lot,Never acceptable,Don't know,Not at all angry,Don't know,Not at all angry,No,Not very stable,Not at all likely,Somewhat positive,,Germany | Turkey | United States | China,,None of the above,Don't know,Never,
231f6a10-c732-0135-c64d-0a901406a434,48,city,VE,low,male,"Yes, as a citizen",Selfå_-employed / Freelancer,More than 3000,Most of it,Somewhat secure,... a lot worse,... get a lot better,Very poorly,... got a lot worse,... get a lot better,... increased a lot,... decrease,Not very secure,... increase a lot,The wrong moment,Fewer purchases,Slightly less,Strongly disagree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,Not at all,Never acceptable,... increased a little,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Very positive,China,,United States,,Too little,Sometime later,Cost of living | Political situation in my country | Economic situation in my country
2325f600-c6f5-0135-7a91-0a62aae02c3c,16,rural,VE,low,male,"Yes, as a citizen","In school, university or practical training",Under 100,Don't know,Not very secure,... a little worse,... get a little better,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not at all secure,... stay the same,The wrong moment,About the same,Neither more nor less,Strongly agree,Somewhat disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,A little,Sometimes acceptable,... stayed the same,A little angry,... increased a lot,Very angry,Yes,Not at all stable,Not very likely,Somewhat positive,China,,United States,,The right amount,Sometime later,Political situation in my country | Economic situation in my country | Job / career opportunities
236159a0-c6ee-0135-7075-0a62aae02c3c,53,city,VE,high,male,"Yes, as a citizen",Selfå_-employed / Freelancer,More than 3000,Most of it,Somewhat secure,... a little worse,... get a little better,Fairly well,... got a little worse,... get a little better,... increased a lot,... stay about the same,Somewhat secure,... decrease a little,The right moment,More purchases,Much more,Strongly agree,Strongly approve,Neither approve nor disapprove,Strongly approve,,,,,Not a lot,A little,Never acceptable,... increased a little,Very angry,... stayed the same,Not very angry,No,Somewhat stable,Not at all likely,Very negative,China | Japan,,United States | Spain | Canada | United Kingdom | Germany,,Too much,Never,
236751d0-c6ee-0135-73be-0a901406a434,32,city,VE,high,male,"Yes, as a citizen","Not employed, currently looking for work",200 - 300,All of it,Not at all secure,... a lot worse,... stay the same,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not at all secure,... increase a lot,Neither the right moment nor the wrong moment,Fewer purchases,Much less,Strongly disagree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,Not at all,Never acceptable,... increased a lot,A little angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Neither positive nor negative,United States | Japan | Canada | Spain | France | United Kingdom | Germany,,China,,Too little,Within the next year,Political situation in my country | Economic situation in my country | Escaping oppression or discrimination in my country | Job / career opportunities | Cost of living | Personal safety | Civic freedoms
23cdf0a0-c703-0135-8fd1-0a62aae02c3c,23,city,TR,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",500 - 750,Less than half,Somewhat secure,... the same,... stay the same,Neither well nor poorly,Don't know,... get a little better,... increased moderately,... increase a little,Somewhat secure,Don't know,Don't know,About the same,Slightly more,Neither agree nor disagree,Strongly approve,Strongly approve,,,,Strongly approve,,A little,A little,Never acceptable,... increased a little,A little angry,Don't know,A little angry,No,Don't know,Not at all likely,Neither positive nor negative,,None of the above,,None of the above,The right amount,Never,
23d94b50-c6fa-0135-82b6-0a62aae02c3c,28,city,VE,medium,male,"Yes, as a citizen","Not employed, currently looking for work",More than 3000,Most of it,Not very secure,... a little worse,... get a lot better,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not very secure,... increase a lot,The wrong moment,Fewer purchases,Much less,Strongly disagree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,Not at all,Never acceptable,... increased a lot,Not at all angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Very positive,United States | Canada | Spain | Germany | France | United Kingdom,,China | Japan,,Too little,Within the next year,Economic situation in my country | Escaping oppression or discrimination in my country | Job / career opportunities | Personal safety | Proximity to family | Cost of living | Weather / climate
23f0dfe0-cc41-0135-3635-0a901406a434,44,city,TR,low,male,"Yes, as a citizen",Entrepreneur / Employer,300 - 400,Most of it,Somewhat secure,... a little better,... get a little better,Very well,... got a lot better,... get a lot better,... increased moderately,... increase moderately,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,Don't know,Much more,Strongly agree,Strongly approve,Strongly approve,,,,Strongly approve,,A lot,A lot,Never acceptable,... increased a little,Not at all angry,... decreased a lot,Very angry,No,Very stable,Not very likely,Neither positive nor negative,,United States | Germany | France,,Germany | Russia | Japan | France,Too much,Never,
23f5ae90-c6f4-0135-7c06-0a901406a434,63,city,BR,high,male,"Yes, as a citizen",Selfå_-employed / Freelancer,500 - 750,Less than half,Very secure,... a lot better,... get a lot better,Fairly well,... got a little worse,Don't know,... increased a lot,Don't know,Very secure,... decrease a little,Don't know,More purchases,Neither more nor less,Strongly agree,Somewhat disapprove,Somewhat disapprove,,,Somewhat disapprove,,,A little,A little,Never acceptable,... increased a lot,Very angry,... stayed the same,Very angry,No,Not very stable,Very likely,Somewhat positive,China | Germany | United States | Japan,,None of the above,,Too little,Sometime later,Economic situation in my country | Other reason related to quality of life
24125760-c6fb-0135-8442-0a62aae02c3c,52,city,BR,high,female,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",Prefer not to say,Less than half,Somewhat secure,... a little better,... stay the same,Very poorly,... got a lot worse,... get a lot worse,... decreased,... stay about the same,Somewhat secure,... decrease a little,The wrong moment,About the same,Slightly less,Strongly agree,Strongly disapprove,Strongly disapprove,,,Strongly disapprove,,,Not at all,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not at all stable,Somewhat likely,Somewhat positive,Germany | Spain | France | United Kingdom | Canada,,United States | China,,Too little,Sometime later,Economic situation in my country | Cost of living | Other reason related to quality of life
2428b6a0-c6fe-0135-8a9c-0a901406a434,35,city,VE,low,male,"Yes, as a citizen","Not employed, currently looking for work",Under 100,All of it,Prefer not to answer,... a lot worse,... get a little better,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Prefer not to answer,... increase a lot,The wrong moment,Fewer purchases,Much less,Neither agree nor disagree,Strongly disapprove,Neither approve nor disapprove,Strongly disapprove,,,,,Not at all,Not at all,Sometimes acceptable,Don't know,A little angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Very negative,China,,Spain | United States | Japan | Germany | France | United Kingdom | Canada,,Don't know,Never,
24334140-c8b6-0135-ec1f-0a901406a434,54,city,UA,high,female,"Yes, as a citizen","Not employed, currently looking for work",Prefer not to say,All of it,Prefer not to answer,... a lot worse,Don't know,Very poorly,Don't know,Don't know,... increased a lot,... increase a lot,Prefer not to answer,... increase a lot,Don't know,Fewer purchases,Neither more nor less,Neither agree nor disagree,Somewhat disapprove,Strongly disapprove,,,,,Neither approve nor disapprove,Not at all,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Don't know,Not at all likely,Very negative,,None of the above,,None of the above,Don't know,Never,
244e7450-c88e-0135-be55-0a901406a434,58,city,MX,medium,female,"Yes, as a citizen",Selfå_-employed / Freelancer,1000 - 1500,About half,Not very secure,... the same,... get a lot better,Very poorly,... got a lot worse,... get a little better,... increased a lot,... increase a little,Somewhat secure,... decrease a little,The wrong moment,Don't know,Much less,Somewhat agree,Strongly disapprove,Strongly disapprove,,Strongly disapprove,,,,Not at all,Not at all,Sometimes acceptable,... increased a little,A little angry,... increased a lot,Very angry,Yes,Not at all stable,Not at all likely,Somewhat positive,Canada | Spain | Japan,,United States,,Too little,Never,
24d086b0-c753-0135-e2f5-0a901406a434,50,city,BR,medium,female,"Yes, as a citizen",Selfå_-employed / Freelancer,2000 - 3000,Most of it,Somewhat secure,... a little better,... get a lot better,Neither well nor poorly,... got a little worse,... get a little better,... increased a little,... increase a little,Somewhat secure,... stay the same,Neither the right moment nor the wrong moment,About the same,Slightly less,Strongly agree,Somewhat disapprove,Somewhat disapprove,,,Somewhat approve,,,Not a lot,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Very positive,Japan | China | United States | United Kingdom,,None of the above,,Too little,Sometime later,Personal safety | Political situation in my country | Cost of living | Job / career opportunities | Economic situation in my country | Other reason related to quality of life
24d11f60-cbc0-0135-6212-0a62aae02c3c,37,city,UA,medium,female,"Yes, as a citizen","In school, university or practical training",200 - 300,Less than half,Somewhat secure,... a little better,... get a little better,Fairly poorly,... got a little worse,... stay the same,... increased a lot,... increase moderately,Somewhat secure,... increase a little,The wrong moment,Fewer purchases,Much more,Strongly agree,Somewhat disapprove,Somewhat disapprove,,,,,Somewhat disapprove,A little,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a little,Very angry,No,Not very stable,Somewhat likely,Somewhat positive,,United States,,China,Too little,Sometime later,Job / career opportunities
24f0dc20-c703-0135-9192-0a901406a434,17,city,VE,low,male,"Yes, as a citizen","In school, university or practical training",Under 100,All of it,Not very secure,... a little worse,... get a little better,Fairly poorly,... got a little worse,... get a little better,... increased a little,... increase a lot,Not very secure,... increase a little,The wrong moment,About the same,Neither more nor less,Somewhat agree,Neither approve nor disapprove,Somewhat approve,Somewhat approve,,,,,Not a lot,A little,Sometimes acceptable,... increased a lot,Not very angry,... increased a little,Very angry,No,Not very stable,Somewhat likely,Somewhat positive,China,,United States,,The right amount,Within the next 3 years,Economic situation in my country
2522bab0-c6f3-0135-7a91-0a901406a434,27,city,UA,medium,male,"Yes, as a citizen","Employed, working 30 or more hours per week",100 - 200,Most of it,Not very secure,... a little better,... get a little better,Fairly poorly,... got a little worse,... stay the same,... increased a lot,... increase a lot,Very secure,... increase a little,The wrong moment,More purchases,Neither more nor less,Strongly agree,Somewhat approve,Somewhat disapprove,,,,,Somewhat approve,A little,Not at all,Always acceptable,... increased a lot,Very angry,... increased a lot,A little angry,No,Not at all stable,Not very likely,Very positive,,Saudi Arabia | Germany | Japan | United States | France | China | United Kingdom,,Russia | India,The right amount,Within the next 3 years,Job / career opportunities | Economic situation in my country | Desire to travel / see the world | Other reason related to quality of life
255463a0-c6fd-0135-897a-0a901406a434,27,city,UA,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",500 - 750,Most of it,Not at all secure,Don't know,Don't know,Very poorly,... stayed the same,... stay the same,... increased a lot,... increase a lot,Somewhat secure,Don't know,Neither the right moment nor the wrong moment,About the same,Slightly more,Somewhat agree,Neither approve nor disapprove,Neither approve nor disapprove,,,,,Somewhat approve,Not a lot,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not very stable,Not at all likely,Somewhat positive,,United States | France | Germany | Turkey | China | United Kingdom | Japan | Saudi Arabia,,Russia,Too little,Within the next year,Job / career opportunities | Economic situation in my country | Cost of living | Educational opportunities | Desire to travel / see the world | Personal safety | Political situation in my country | Other reason related to quality of life
257f8a10-c6fc-0135-882c-0a901406a434,41,city,MX,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",500 - 750,Less than half,Very secure,... a little better,... get a little better,Neither well nor poorly,... got a little worse,... stay the same,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,The wrong moment,Fewer purchases,Slightly more,Somewhat agree,Strongly disapprove,Somewhat disapprove,,Strongly disapprove,,,,A little,A little,Never acceptable,... stayed the same,A little angry,... increased a lot,Very angry,No,Somewhat stable,Somewhat likely,Very positive,United States | Germany | China | United Kingdom | Canada | Japan | France,,United States,,Too little,Never,
259103b0-c95f-0135-774a-0a901406a434,23,rural,MX,low,female,"Yes, but not as a citizen","Employed, working 1 to å_29 hours per week",200 - 300,All of it,Not very secure,... a little worse,... get a little better,Fairly poorly,... got a lot worse,... get a lot worse,... increased a lot,... decrease,Not very secure,... decrease a lot,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Somewhat agree,Strongly disapprove,Somewhat disapprove,,Neither approve nor disapprove,,,,Not at all,Not a lot,Sometimes acceptable,Don't know,A little angry,... increased a lot,A little angry,Yes,Not very stable,Not at all likely,Very positive,Japan | Germany,,United States,,Too little,Within the next 3 years,Job / career opportunities | Desire to travel / see the world
259c8d40-c9be-0135-d3c7-0a901406a434,32,rural,MX,low,female,"Yes, as a citizen","Not employed, currently looking for work",100 - 200,Most of it,Somewhat secure,... a little worse,... get a little better,Neither well nor poorly,... got a little worse,... get a little better,... increased a little,... stay about the same,Somewhat secure,... stay the same,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Neither agree nor disagree,Strongly disapprove,Somewhat disapprove,,Neither approve nor disapprove,,,,Not a lot,Not a lot,Sometimes acceptable,... stayed the same,Very angry,... increased a lot,Very angry,Yes,Not very stable,Not very likely,Somewhat negative,Japan | France,,United States | Spain,,Too little,Never,
25abf9e0-cba2-0135-35cb-0a901406a434,15,city,EG,low,female,"Yes, as a citizen","In school, university or practical training",100 - 200,All of it,Very secure,... a little better,... stay the same,Fairly well,... stayed the same,... stay the same,... increased a lot,Don't know,Somewhat secure,Don't know,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,,,,,A lot,A lot,Sometimes acceptable,Don't know,A little angry,... stayed the same,A little angry,No,Don't know,Not at all likely,Neither positive nor negative,,Saudi Arabia,,None of the above,The right amount,Never,
25e055b0-c707-0135-9751-0a901406a434,30,city,VE,medium,female,"Yes, as a citizen","Employed, working 30 or more hours per week",More than 3000,All of it,Not very secure,... a little worse,... get a little better,Neither well nor poorly,... got a little worse,Don't know,... increased a lot,... increase a lot,Not very secure,... increase a lot,The wrong moment,Fewer purchases,Neither more nor less,Neither agree nor disagree,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,,,,,Not a lot,Not a lot,Sometimes acceptable,... increased a lot,A little angry,... increased a little,Very angry,No,Don't know,Not at all likely,Somewhat negative,China,,United States,,Too little,Sometime later,Educational opportunities
25ff5550-c784-0135-071e-0a901406a434,29,city,UA,medium,male,"Yes, as a citizen",Selfå_-employed / Freelancer,500 - 750,About half,Very secure,... the same,... get a lot better,Fairly poorly,... stayed the same,... stay the same,... increased a little,... increase a little,Very secure,... stay the same,Neither the right moment nor the wrong moment,About the same,Slightly less,Strongly disagree,Strongly disapprove,Strongly disapprove,,,,,Strongly disapprove,A lot,Not at all,Never acceptable,... increased a little,Not at all angry,... increased a lot,Not at all angry,No,Not at all stable,Not at all likely,Neither positive nor negative,,Russia | China | United Kingdom,,United States,Don't know,Never,
260ed300-c74d-0135-e430-0a62aae02c3c,18,city,EG,low,male,"Yes, as a citizen","Not employed, currently looking for work",Prefer not to say,Don't know,Somewhat secure,... a little worse,... get a lot better,Very poorly,... got a little worse,... get a little better,... increased a little,... decrease,Prefer not to answer,... decrease a lot,The wrong moment,Don't know,Slightly more,Strongly agree,Strongly approve,Strongly approve,,,,,,A lot,A lot,Never acceptable,... increased a lot,Not at all angry,... decreased a lot,Not very angry,No,Very stable,Not at all likely,Very positive,,Russia | China | United States,,None of the above,Too much,Never,
2634fe60-c731-0135-c540-0a901406a434,27,city,UA,low,male,"Yes, as a citizen","Not employed, currently looking for work",Under 100,All of it,Not at all secure,... a lot better,... get a lot better,Very poorly,... got a little worse,... get a little worse,... increased a lot,... increase moderately,Not very secure,... decrease a little,The wrong moment,Don't know,Slightly more,Strongly agree,Strongly disapprove,Strongly disapprove,,,,,Neither approve nor disapprove,A little,Not at all,Never acceptable,... stayed the same,Not at all angry,... stayed the same,Very angry,No,Somewhat stable,Not at all likely,Very positive,,United States | Germany | Turkey | France,,Russia,Too little,Never,
26403b60-c877-0135-ef3f-0a62aae02c3c,28,rural,UA,medium,male,"Yes, as a citizen","Not employed, currently looking for work",Prefer not to say,Most of it,Not very secure,... a lot worse,... get a lot better,Very poorly,... got a little worse,... get a lot worse,... increased a lot,... increase a lot,Not at all secure,... decrease a little,The wrong moment,Fewer purchases,Much more,Strongly disagree,Somewhat approve,Strongly disapprove,,,,,Strongly approve,Not at all,Not at all,Always acceptable,Don't know,Not at all angry,... decreased a little,Very angry,Yes,Don't know,Not at all likely,Very negative,,None of the above,,Russia | China | Saudi Arabia,Too little,Never,
2646ee60-c6fa-0135-82bd-0a62aae02c3c,42,city,BR,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",500 - 750,Most of it,Not very secure,... a little worse,... stay the same,Very poorly,... got a lot worse,... stay the same,... increased moderately,... increase a little,Not very secure,... stay the same,The wrong moment,Fewer purchases,Slightly more,Somewhat agree,Strongly disapprove,Strongly disapprove,,,Strongly disapprove,,,Not at all,A little,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Somewhat positive,None of the above,,None of the above,,Too little,Sometime later,Job / career opportunities | Political situation in my country
265cf370-c7b3-0135-2f72-0a901406a434,14,city,EG,low,male,"Yes, as a citizen","In school, university or practical training",Prefer not to say,Don't know,Very secure,... the same,... stay the same,Fairly poorly,... got a lot worse,Don't know,... increased a lot,... increase a little,Very secure,... decrease a little,The wrong moment,Fewer purchases,Neither more nor less,Somewhat disagree,Somewhat disapprove,Strongly disapprove,,,,,,Not a lot,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Not at all likely,Neither positive nor negative,,Russia | Japan | China | United States,,Saudi Arabia | Germany | India,Too little,Within next 3 months,Escaping oppression or discrimination in my country | Desire to travel / see the world | Economic situation in my country | Cost of living | Educational opportunities | Political situation in my country | Personal safety | Civic freedoms | Job / career opportunities | Other reason related to quality of life
2663af60-ca03-0135-5e28-0a62aae02c3c,43,city,TR,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",400 - 500,Most of it,Not very secure,... the same,Don't know,Neither well nor poorly,... got a little better,... get a lot better,... increased a lot,... decrease,Not very secure,... stay the same,The wrong moment,Fewer purchases,Much more,Neither agree nor disagree,Neither approve nor disapprove,Somewhat approve,,,,Neither approve nor disapprove,,A lot,A little,Never acceptable,... increased a lot,Very angry,... stayed the same,Very angry,No,Very stable,Not at all likely,Neither positive nor negative,,India | Japan,,Saudi Arabia | United States | United Kingdom | China | Russia | France | Germany,Don't know,Sometime later,Desire to travel / see the world | Economic situation in my country | Cost of living | Educational opportunities | Job / career opportunities | Other reason related to quality of life
