meta.uuid,dem.age,dem.city_or_rural,dem.country_code,dem.education_level,dem.gender,question.DAL_residency,question.DAL_employment_status,question.DAL_household_income,question.DAL_disposable_income,question.DAL_CCI-Q12_household_finance_present,question.DAL_CCI_EC-Q1_household_finance_past,question.DAL_CCI_EC-Q2_household_finance_future,question.DAL_CCI-Q14_economic_situation_present,question.DAL_CCI_EC-Q3_economic_situation_past,question.DAL_CCI_EC-Q4_economic_situation_future,question.DAL_CCI_EC-Q5_inflation_past,question.DAL_CCI_EC-Q6_inflation_future,question.DAL_CCI-Q13_job_situation_present,question.DAL_CCI_EC-Q7_unemployment_future,question.DAL_CCI_EC-Q8_purchases_present,question.DAL_CCI_EC-Q9_purchases_future,question.DAL_PolRisk_democratic_change,question.DAL_PolRisk_strong_leader,question.DAL_PolRisk_approve_president,question.DAL_PolRisk_approve_political_rep,question.DAL_PolRisk_approve_ruling_party_VE,question.DAL_PolRisk_approve_ruling_party_MX,question.DAL_PolRisk_approve_ruling_party_BR,question.DAL_PolRisk_approve_ruling_party_TR,question.DAL_PolRisk_approve_ruling_party_UA,question.DAL_PolRisk_trust_police,question.DAL_PolRisk_trust_courts,question.DAL_PolRisk_tax_evasion,question.DAL_PolRisk_inequality_past,question.DAL_PolRisk_inequality_anger,question.DAL_PolRisk_corrupt_past,question.DAL_PolRisk_corrupt_anger,question.DAL_PolRisk_corrupt_experience,question.DAL_PolRisk_politcal_stability,question.DAL_PolRisk_protest_likelihood,question.DAL_opinion_foreign_companies,question.DAL_positive_countries_MX_BR_VE,question.DAL_positive_countries_UA_TR_EG,question.DAL_negative_countries_MX_BR_VE,question.DAL_negative_countries_UA_TR_EG,question.DAL_protectionism,question.DAL_migration_time,question.DAL_migration_motives
208c87f0-dc92-0135-b116-0a901406a434,35,rural,UA,low,male,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",500 - 750,Less than half,Very secure,... a little better,... get a little better,Fairly poorly,... got a little better,... get a little better,... increased moderately,... increase moderately,Very secure,... stay the same,The wrong moment,Fewer purchases,Slightly less,Strongly agree,Somewhat disapprove,Somewhat disapprove,,,,,Somewhat approve,Not a lot,Not at all,Never acceptable,... decreased a little,Very angry,... decreased a little,A little angry,No,Not very stable,Not at all likely,Very positive,,United States | Germany | United Kingdom | France,,Russia,Too little,Within the next year,Political situation in my country | Educational opportunities | Economic situation in my country | Job / career opportunities | Desire to travel / see the world
20bbfca0-dc26-0135-3497-0a901406a434,47,city,BR,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",More than 3000,About half,Very secure,... a lot better,... get a lot worse,Very poorly,... got a lot worse,... get a lot worse,... decreased,... decrease,Not at all secure,... increase a lot,The wrong moment,Fewer purchases,Much less,Strongly disagree,Strongly disapprove,Strongly disapprove,,,Strongly disapprove,,,Not at all,Not at all,Always acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not at all stable,Not at all likely,Very negative,United States | Germany | China,,None of the above,,Too little,Sometime later,Political situation in my country | Cost of living | Job / career opportunities | Economic situation in my country
20cb5110-dd9c-0135-5e15-0a62aae02c3c,14,city,TR,low,female,"Yes, as a citizen","In school, university or practical training",1000 - 1500,Don't know,Prefer not to answer,Don't know,... get a little better,Very poorly,... got a little worse,... get a little worse,... stayed about the same,Don't know,Prefer not to answer,... increase a lot,Neither the right moment nor the wrong moment,Don't know,Much less,Somewhat agree,Strongly disapprove,Somewhat disapprove,,,,Neither approve nor disapprove,,A little,Not a lot,Never acceptable,... decreased a little,A little angry,... decreased a little,Not very angry,No,Very stable,Not very likely,Neither positive nor negative,,None of the above,,United States | Saudi Arabia,Don't know,Sometime later,Economic situation in my country | Job / career opportunities | Political situation in my country | Educational opportunities
20e8af00-dc26-0135-3499-0a901406a434,21,city,EG,medium,male,"Yes, as a citizen","In school, university or practical training",Prefer not to say,Less than half,Not very secure,... the same,Don't know,Very poorly,... got a lot worse,Don't know,... increased a lot,... increase a lot,Prefer not to answer,... increase a little,Don't know,Fewer purchases,Neither more nor less,Neither agree nor disagree,Somewhat disapprove,Strongly disapprove,,,,,,Not at all,A little,Sometimes acceptable,Don't know,Not at all angry,... stayed the same,A little angry,No,Not very stable,Not at all likely,Somewhat positive,,Russia | France,,United States | Turkey,Don't know,Sometime later,Escaping oppression or discrimination in my country | Job / career opportunities
20f281e0-dc1d-0135-de52-0a62aae02c3c,27,city,EG,high,female,"Yes, as a citizen","Not employed, currently looking for work",500 - 750,Less than half,Not at all secure,... the same,... get a lot better,Very poorly,... got a lot worse,Don't know,... increased a lot,... increase a lot,Prefer not to answer,... increase a lot,The wrong moment,About the same,Neither more nor less,Neither agree nor disagree,Strongly disapprove,Somewhat disapprove,,,,,,Not a lot,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not very stable,Not at all likely,Somewhat positive,,China,,Saudi Arabia | United States | Turkey,Don't know,Sometime later,Personal safety | Educational opportunities | Cost of living | Job / career opportunities | Economic situation in my country
21023250-dd8f-0135-52df-0a62aae02c3c,15,rural,EG,low,male,"Yes, as a citizen","In school, university or practical training",200 - 300,Less than half,Not very secure,... a little better,... get a lot better,Very poorly,... got a lot worse,... stay the same,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,The right moment,More purchases,Much less,Somewhat agree,Strongly disapprove,Strongly disapprove,,,,,,Not at all,Not at all,Never acceptable,... decreased a little,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Not very likely,Somewhat positive,,China | Turkey,,United States | Saudi Arabia | France | Russia,Too little,Within the next 3 years,Job / career opportunities | Escaping oppression or discrimination in my country | Desire to travel / see the world | Political situation in my country | Economic situation in my country
2103c9f0-dc30-0135-f6c3-0a62aae02c3c,27,city,VE,medium,male,"Yes, as a citizen","Not employed, currently looking for work",Under 100,All of it,Not very secure,... a little worse,... get a lot better,Very poorly,... got a lot worse,... get a little worse,... increased a lot,... decrease,Not very secure,... decrease a lot,Neither the right moment nor the wrong moment,About the same,Much less,Somewhat agree,Strongly disapprove,Neither approve nor disapprove,Strongly disapprove,,,,,Not at all,Not at all,Never acceptable,... increased a lot,A little angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Somewhat positive,United States,,China,,Too little,Within next 3 months,Escaping oppression or discrimination in my country | Personal safety | Educational opportunities | Cost of living | Economic situation in my country | Political situation in my country | Job / career opportunities | Other reason related to quality of life
210b98e0-de55-0135-0c28-0a901406a434,26,city,EG,medium,male,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",Under 100,About half,Somewhat secure,... a little better,... get a lot better,Very well,... got a lot better,... get a lot better,... increased a lot,... increase a little,Somewhat secure,... increase a lot,The wrong moment,About the same,Much more,Strongly agree,Strongly approve,Neither approve nor disapprove,,,,,,A lot,A lot,Never acceptable,... increased a little,Very angry,... stayed the same,A little angry,Yes,Very stable,Not at all likely,Very positive,,Russia,,United States,The right amount,Never,
211da220-df60-0135-5492-0a901406a434,27,rural,TR,low,female,"Yes, as a citizen","Not employed, currently NOT looking for work",Under 100,All of it,Not very secure,... a little worse,... get a little worse,Fairly poorly,... got a little worse,... get a little worse,... increased a lot,... increase a lot,Not at all secure,... increase a little,The right moment,About the same,Much less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,,,Somewhat disapprove,,Not at all,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not at all stable,Not at all likely,Very negative,,None of the above,,United States,Don't know,Within the next 3 years,Cost of living
2137bf40-de90-0135-402d-0a901406a434,27,city,TR,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",750 - 1000,About half,Very secure,... a lot better,... get a lot better,Fairly well,... got a little better,... get a little better,... increased moderately,... increase moderately,Very secure,... decrease a little,The right moment,About the same,Much more,Strongly agree,Strongly approve,Neither approve nor disapprove,,,,Strongly approve,,A lot,A lot,Never acceptable,... decreased a little,Not at all angry,... decreased a little,Very angry,No,Very stable,Not at all likely,Very positive,,China | Saudi Arabia | Russia | Germany,,United Kingdom | France | United States,The right amount,Never,
217075d0-dd38-0135-0a09-0a62aae02c3c,19,city,MX,medium,female,"Yes, as a citizen","In school, university or practical training",300 - 400,Most of it,Very secure,... a little better,... get a lot better,Neither well nor poorly,... got a little worse,... get a little worse,... increased a little,... increase a little,Somewhat secure,... stay the same,Neither the right moment nor the wrong moment,Fewer purchases,Slightly less,Somewhat agree,Strongly disapprove,Somewhat disapprove,,Strongly disapprove,,,,Not a lot,A little,Sometimes acceptable,... decreased a little,A little angry,... increased a little,A little angry,No,Not at all stable,Not very likely,Somewhat positive,Canada | United States,,None of the above,,Too little,Sometime later,Desire to travel / see the world
21785e10-dc55-0135-2c6b-0a62aae02c3c,31,city,MX,medium,male,"Yes, as a citizen","Not employed, currently NOT looking for work",100 - 200,Most of it,Very secure,... a little better,... get a lot better,Fairly poorly,... got a lot worse,... get a lot worse,... increased a little,... increase moderately,Not very secure,... increase a lot,The right moment,About the same,Much less,Strongly agree,Strongly disapprove,Strongly disapprove,,Strongly disapprove,,,,Not at all,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Somewhat likely,Very negative,None of the above,,United States,,Too little,Never,
217da0e0-de9f-0135-76df-0a62aae02c3c,15,rural,EG,low,female,"Yes, as a citizen","In school, university or practical training",Under 100,All of it,Not at all secure,... the same,... get a little better,Neither well nor poorly,... stayed the same,... get a little better,... increased a little,... stay about the same,Not very secure,... stay the same,Don't know,About the same,Neither more nor less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,,,,,A little,A little,Never acceptable,... stayed the same,Very angry,Don't know,A little angry,No,Don't know,Not at all likely,Somewhat positive,,Saudi Arabia | Germany,,None of the above,The right amount,Never,
21816730-dc3c-0135-53ca-0a901406a434,28,city,VE,medium,female,"Yes, as a citizen","In school, university or practical training",Under 100,Most of it,Not very secure,... the same,... get a lot better,Very poorly,... got a lot worse,... get a little worse,... increased a lot,... increase a lot,Not very secure,... increase a lot,The wrong moment,Fewer purchases,Slightly less,Strongly agree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,Not a lot,Never acceptable,... decreased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Not very likely,Very positive,China,,None of the above,,Too little,Sometime later,Economic situation in my country | Other reason related to quality of life | Job / career opportunities | Desire to travel / see the world
21a85110-dd00-0135-c06e-0a62aae02c3c,17,city,BR,low,female,"Yes, as a citizen","In school, university or practical training",Prefer not to say,About half,Not very secure,... a little better,... get a little better,Fairly poorly,... got a lot worse,... stay the same,... increased a lot,... increase a little,Very secure,... increase a little,The wrong moment,About the same,Neither more nor less,Somewhat agree,Strongly disapprove,Somewhat disapprove,,,Neither approve nor disapprove,,,Not at all,Not at all,Sometimes acceptable,... increased a little,Very angry,... increased a lot,Very angry,No,Very stable,Not at all likely,Somewhat positive,United States,,Japan,,Don't know,Sometime later,Desire to travel / see the world
21c01880-dd12-0135-10ed-0a901406a434,31,city,BR,medium,female,"Yes, as a citizen","Employed, working 30 or more hours per week",400 - 500,Most of it,Not at all secure,... a little worse,... get a little better,Neither well nor poorly,... got a lot worse,... stay the same,... increased a lot,... increase moderately,Not very secure,... decrease a little,Neither the right moment nor the wrong moment,Fewer purchases,Neither more nor less,Strongly disagree,Somewhat disapprove,Somewhat disapprove,,,Strongly disapprove,,,A little,A little,Sometimes acceptable,... increased a lot,Very angry,... decreased a little,Very angry,No,Not at all stable,Very likely,Very positive,United States | Japan | France | China | Germany,,None of the above,,Don't know,Never,
21c53400-dc18-0135-d965-0a62aae02c3c,32,city,EG,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",300 - 400,Less than half,Somewhat secure,... a little better,... stay the same,Neither well nor poorly,... got a little better,... get a little better,... increased a lot,... increase a little,Not very secure,... increase a little,The right moment,More purchases,Neither more nor less,Somewhat agree,Neither approve nor disapprove,Somewhat disapprove,,,,,,A little,A lot,Never acceptable,... increased a lot,Very angry,... stayed the same,Very angry,No,Somewhat stable,Not at all likely,Neither positive nor negative,,Turkey | China | Japan,,China,Too little,Within the next 3 years,Economic situation in my country | Desire to travel / see the world
21c5eeb0-dc43-0135-5f80-0a901406a434,41,city,VE,medium,female,"Yes, as a citizen","Not employed, currently looking for work",Prefer not to say,All of it,Not at all secure,... the same,... get a lot better,Very poorly,... got a lot worse,... get a little better,... increased a lot,... decrease,Not at all secure,... increase a lot,The wrong moment,Don't know,Neither more nor less,Neither agree nor disagree,Strongly disapprove,Neither approve nor disapprove,Strongly disapprove,,,,,Not a lot,Not a lot,Sometimes acceptable,... stayed the same,Not very angry,... increased a lot,Very angry,Yes,Not at all stable,Somewhat likely,Neither positive nor negative,China,,None of the above,,Too little,Sometime later,Other reason related to quality of life
21fb6d10-dea8-0135-81c2-0a62aae02c3c,37,city,EG,medium,male,"Yes, as a citizen","Employed, working 30 or more hours per week",100 - 200,Most of it,Very secure,... a lot better,... get a little better,Very well,... got a lot better,... get a lot better,... increased moderately,... increase moderately,Very secure,... stay the same,Neither the right moment nor the wrong moment,Fewer purchases,Much more,Strongly agree,Strongly approve,Somewhat approve,,,,,,A lot,A lot,Never acceptable,... stayed the same,A little angry,... decreased a little,A little angry,Yes,Very stable,Not at all likely,Somewhat positive,,India | Saudi Arabia | China | Turkey | United States | Japan | Germany,,China,The right amount,Sometime later,Job / career opportunities
22013f90-ddf8-0135-caac-0a901406a434,17,city,BR,low,female,"Yes, as a citizen","In school, university or practical training",Prefer not to say,Most of it,Somewhat secure,... the same,... get a lot better,Fairly well,... got a little better,... stay the same,... stayed about the same,Don't know,Prefer not to answer,... decrease a little,The wrong moment,About the same,Slightly more,Strongly agree,Neither approve nor disapprove,Neither approve nor disapprove,,,Neither approve nor disapprove,,,A little,A little,Sometimes acceptable,... increased a little,A little angry,... decreased a little,A little angry,Yes,Somewhat stable,Somewhat likely,Somewhat positive,China | United States | Japan,,Spain,,Too little,Within the next 3 years,Job / career opportunities | Educational opportunities | Personal safety | Proximity to family | Political situation in my country | Cost of living | Economic situation in my country
220cad20-dc67-0135-315d-0a62aae02c3c,17,city,BR,medium,male,"Yes, as a citizen","In school, university or practical training",1500 - 2000,Most of it,Prefer not to answer,Don't know,... get a lot better,Fairly poorly,... stayed the same,... get a little better,... increased moderately,... increase a little,Prefer not to answer,... decrease a little,Don't know,Fewer purchases,Much less,Strongly disagree,Strongly disapprove,Strongly disapprove,,,Strongly disapprove,,,Not a lot,Not a lot,Sometimes acceptable,... increased a little,A little angry,... increased a lot,Very angry,No,Not at all stable,Somewhat likely,Somewhat positive,Germany | United States | Japan,,Spain | United Kingdom | China | France | Canada,,Too little,Sometime later,Civic freedoms | Educational opportunities | Retirement | Economic situation in my country | Personal safety | Political situation in my country | Cost of living | Desire to travel / see the world | Job / career opportunities | Other reason related to quality of life
2223dad0-dc34-0135-fbe5-0a62aae02c3c,38,city,MX,high,female,"Yes, as a citizen","Not employed, currently NOT looking for work",500 - 750,Most of it,Very secure,... the same,... get a lot better,Fairly poorly,... got a lot worse,... get a little worse,... increased moderately,... increase moderately,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Much less,Strongly agree,Strongly disapprove,Strongly disapprove,,Strongly disapprove,,,,A little,Not a lot,Sometimes acceptable,... increased a lot,A little angry,... increased a lot,Very angry,Yes,Not at all stable,Not very likely,Neither positive nor negative,Japan | Germany,,China | United States,,Too little,Sometime later,Escaping oppression or discrimination in my country | Personal safety | Job / career opportunities | Political situation in my country | Economic situation in my country | Other reason related to quality of life
22299880-dc4c-0135-2048-0a62aae02c3c,33,city,VE,no,male,"Yes, as a citizen","Not employed, currently NOT looking for work",Prefer not to say,All of it,Very secure,Don't know,... get a lot better,Very poorly,... stayed the same,... get a lot better,... increased a lot,... increase moderately,Prefer not to answer,Don't know,The wrong moment,More purchases,Much less,Strongly agree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,Not at all,Never acceptable,Don't know,Very angry,... increased a lot,Very angry,No,Not at all stable,Somewhat likely,Neither positive nor negative,China,,China,,Too little,Sometime later,Economic situation in my country | Personal safety | Political situation in my country | Job / career opportunities | Civic freedoms | Escaping oppression or discrimination in my country | Desire to travel / see the world | Educational opportunities
224941a0-e4d2-0135-8472-0a901406a434,17,city,TR,low,female,"Yes, as a citizen","In school, university or practical training",500 - 750,About half,Somewhat secure,... a lot better,... get a lot better,Don't know,... got a little worse,... get a little better,... increased moderately,... increase a lot,Very secure,... decrease a little,The right moment,About the same,Slightly more,Strongly agree,Strongly approve,Strongly approve,,,,Neither approve nor disapprove,,Not a lot,Not at all,Never acceptable,... stayed the same,Very angry,Don't know,Not at all angry,No,Don't know,Not at all likely,Very positive,,Germany | Japan | China | United States,,Saudi Arabia | United Kingdom | France | Russia | Ukraine,Don't know,Within the next 3 years,Desire to travel / see the world | Educational opportunities | Other reason related to quality of life | Job / career opportunities
224d3f60-dcce-0135-84fc-0a62aae02c3c,42,city,UA,high,female,"Yes, as a citizen",Selfå_-employed / Freelancer,500 - 750,About half,Not very secure,... a little worse,... get a little better,Fairly poorly,... got a lot worse,... stay the same,... increased a lot,... increase moderately,Not very secure,... increase a little,The right moment,About the same,Neither more nor less,Somewhat agree,Neither approve nor disapprove,Somewhat disapprove,,,,,Neither approve nor disapprove,A little,A little,Sometimes acceptable,... increased a lot,Very angry,... increased a little,Very angry,Yes,Not at all stable,Not very likely,Very positive,,United States | United Kingdom | Turkey | China,,Russia,Too little,Never,
22593760-dc45-0135-626e-0a901406a434,25,city,VE,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",More than 3000,All of it,Not very secure,... a lot worse,Don't know,Very poorly,... got a lot worse,... get a lot better,... increased a lot,... increase a lot,Not at all secure,... increase a lot,The wrong moment,Fewer purchases,Much less,Strongly agree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not a lot,Not at all,Always acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Neither positive nor negative,None of the above,,China | Germany,,Too little,Sometime later,Job / career opportunities | Economic situation in my country
226befa0-dc52-0135-733e-0a901406a434,27,city,BR,medium,male,"Yes, as a citizen","Not employed, currently looking for work",100 - 200,All of it,Not at all secure,... a little better,... get a little better,Don't know,... got a lot worse,... get a little better,... increased a lot,... stay about the same,Prefer not to answer,... decrease a little,The wrong moment,Fewer purchases,Much less,Somewhat disagree,Strongly disapprove,Strongly disapprove,,,Strongly disapprove,,,Not a lot,Not a lot,Never acceptable,... increased a lot,Very angry,... stayed the same,Very angry,No,Don't know,Very likely,Somewhat positive,United States | China,,None of the above,,Too little,Sometime later,Desire to travel / see the world | Economic situation in my country | Job / career opportunities | Political situation in my country
2276a3c0-dc34-0135-fbe6-0a62aae02c3c,31,city,BR,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",More than 3000,All of it,Very secure,... a little better,... get a little better,Fairly poorly,... got a lot worse,... get a little worse,... increased a lot,... increase a lot,Not very secure,... decrease a lot,The wrong moment,Fewer purchases,Slightly less,Strongly agree,Strongly disapprove,Strongly disapprove,,,Strongly disapprove,,,Not a lot,A little,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Very positive,China | United States | Japan,,None of the above,,Too little,Sometime later,Job / career opportunities | Educational opportunities | Political situation in my country | Personal safety
228887e0-deeb-0135-009f-0a901406a434,26,rural,EG,medium,male,"Yes, as a citizen","Not employed, currently looking for work",Prefer not to say,Most of it,Somewhat secure,... a lot worse,... get a lot better,Fairly well,... got a lot better,... get a lot better,... increased a lot,... decrease,Prefer not to answer,... decrease a little,The wrong moment,More purchases,Much more,Strongly agree,Strongly approve,Strongly disapprove,,,,,,A little,A lot,Never acceptable,... increased a little,A little angry,... increased a lot,Very angry,No,Very stable,Not at all likely,Somewhat positive,,Germany | France | Russia,,United States,Too little,Never,
229174f0-dc2f-0135-f54c-0a62aae02c3c,16,city,TR,medium,female,"Yes, as a citizen","In school, university or practical training",500 - 750,Most of it,Very secure,... a little better,... get a little better,Fairly well,... got a little better,... get a lot better,... increased moderately,... increase moderately,Prefer not to answer,... decrease a little,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Strongly agree,Somewhat approve,Neither approve nor disapprove,,,,Somewhat approve,,A lot,A little,Sometimes acceptable,... decreased a little,A little angry,... stayed the same,A little angry,No,Somewhat stable,Not very likely,Somewhat positive,,Japan,,Russia | United States,The right amount,Sometime later,Desire to travel / see the world | Job / career opportunities | Economic situation in my country
22966ba0-dc4e-0135-6e21-0a901406a434,43,city,VE,medium,female,"Yes, as a citizen","Not employed, currently looking for work",200 - 300,Most of it,Not very secure,... a little worse,... get a lot better,Very poorly,... got a lot worse,... get a little better,... increased a lot,... decrease,Not at all secure,... increase a lot,The wrong moment,Fewer purchases,Much less,Somewhat disagree,Neither approve nor disapprove,Somewhat disapprove,Neither approve nor disapprove,,,,,Not a lot,Not a lot,Never acceptable,... increased a lot,A little angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Somewhat positive,China | United States,,None of the above,,Too little,Sometime later,Economic situation in my country | Personal safety | Cost of living | Job / career opportunities | Other reason related to quality of life
22a08b90-dc3b-0135-0659-0a62aae02c3c,19,city,EG,medium,male,"Yes, as a citizen","Not employed, currently NOT looking for work",Under 100,About half,Somewhat secure,... a little worse,Don't know,Fairly poorly,... got a lot worse,Don't know,... increased a lot,Don't know,Somewhat secure,... increase a little,The wrong moment,Don't know,Much less,Somewhat agree,Somewhat disapprove,Somewhat disapprove,,,,,,A little,A little,Never acceptable,... decreased a little,Very angry,... increased a little,Very angry,No,Somewhat stable,Not at all likely,Neither positive nor negative,,Saudi Arabia | Turkey | China | Japan | Germany,,Russia | United States,Too little,Sometime later,Escaping oppression or discrimination in my country | Job / career opportunities | Cost of living
22a787b0-e41a-0135-9030-0a62aae02c3c,15,city,UA,low,male,"Yes, as a citizen","In school, university or practical training",200 - 300,Most of it,Not very secure,... a lot worse,... get a lot worse,Very poorly,... got a lot better,... get a lot better,... increased a lot,... increase a lot,Very secure,... increase a little,The wrong moment,Fewer purchases,Much more,Strongly agree,Strongly disapprove,Strongly disapprove,,,,,Strongly disapprove,Not a lot,A little,Sometimes acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Not at all likely,Neither positive nor negative,,Russia,,United States,Too little,Within the next 3 years,Economic situation in my country
22c23bd0-dc14-0135-210c-0a901406a434,36,city,VE,high,female,"Yes, as a citizen",Selfå_-employed / Freelancer,300 - 400,Most of it,Not very secure,... a little worse,Don't know,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not very secure,... increase a lot,The right moment,Fewer purchases,Slightly less,Strongly agree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not a lot,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Not very likely,Neither positive nor negative,United States | Spain | Canada,,China,,Too little,Sometime later,Civic freedoms | Personal safety | Job / career opportunities | Cost of living | Economic situation in my country | Political situation in my country | Other reason related to quality of life
22c74200-dc76-0135-411b-0a62aae02c3c,25,city,UA,no,male,"Yes, as a citizen","Not employed, currently looking for work",Under 100,All of it,Prefer not to answer,... a lot worse,Don't know,Neither well nor poorly,... stayed the same,... stay the same,... stayed about the same,... decrease,Prefer not to answer,... decrease a little,The wrong moment,Don't know,Neither more nor less,Strongly agree,Somewhat approve,Strongly approve,,,,,Strongly approve,A lot,A lot,Never acceptable,Don't know,Not at all angry,Don't know,Not at all angry,No,Very stable,Not at all likely,Very positive,,United States,,Russia,The right amount,Sometime later,Job / career opportunities
22d2fe60-dc2a-0135-ee98-0a62aae02c3c,30,city,BR,medium,female,"Yes, as a citizen",Selfå_-employed / Freelancer,400 - 500,All of it,Somewhat secure,... a little better,... get a little better,Fairly well,... got a lot better,... get a little better,... increased moderately,... increase moderately,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Slightly more,Somewhat agree,Somewhat approve,Somewhat approve,,,Somewhat approve,,,A lot,A lot,Always acceptable,... increased a lot,A little angry,... stayed the same,A little angry,Yes,Somewhat stable,Somewhat likely,Very positive,United States | Germany | Japan,,None of the above,,The right amount,Never,
22e017d0-dc1f-0135-e0ae-0a62aae02c3c,21,city,MX,medium,female,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",500 - 750,About half,Somewhat secure,... a little better,... stay the same,Fairly poorly,... got a lot worse,... get a little worse,... increased a lot,... increase moderately,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Strongly disagree,Somewhat disapprove,Neither approve nor disapprove,,Strongly disapprove,,,,Not a lot,Not a lot,Never acceptable,... increased a little,Very angry,... increased a lot,Very angry,Yes,Somewhat stable,Somewhat likely,Somewhat positive,Germany | Canada,,Canada | United States,,Too little,Sometime later,Cost of living | Educational opportunities | Job / career opportunities | Desire to travel / see the world
22f71620-dc0f-0135-1c75-0a901406a434,39,city,TR,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",1000 - 1500,About half,Very secure,... a little better,... get a little better,Neither well nor poorly,... got a little better,... get a little better,... increased moderately,... increase moderately,Very secure,... decrease a little,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,,,Neither approve nor disapprove,,A little,Not a lot,Never acceptable,... increased a lot,A little angry,... decreased a little,A little angry,No,Somewhat stable,Not at all likely,Neither positive nor negative,,Japan | Russia | China | United States | Germany,,None of the above,The right amount,Never,
2319cb10-dc73-0135-9878-0a901406a434,55,city,UA,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",200 - 300,About half,Somewhat secure,... a little worse,... stay the same,Neither well nor poorly,... stayed the same,... stay the same,... increased a little,... increase a little,Very secure,... stay the same,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Strongly disagree,Somewhat approve,Neither approve nor disapprove,,,,,Neither approve nor disapprove,A little,Not at all,Never acceptable,... increased a lot,Not very angry,... stayed the same,Very angry,No,Somewhat stable,Not at all likely,Neither positive nor negative,,None of the above,,Russia,Don't know,Never,
231ddff0-dd9b-0135-be35-0a901406a434,23,city,UA,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",1000 - 1500,About half,Not very secure,... a lot better,... get a lot better,Fairly poorly,... got a lot worse,... get a little worse,... increased a lot,... increase moderately,Not very secure,... stay the same,Neither the right moment nor the wrong moment,More purchases,Neither more nor less,Strongly agree,Strongly disapprove,Strongly disapprove,,,,,Strongly disapprove,Not a lot,Not a lot,Never acceptable,... increased a little,Very angry,Don't know,Very angry,Yes,Not very stable,Not very likely,Somewhat positive,,United States | Germany | Japan,,Russia,Too little,Within the next year,Desire to travel / see the world | Job / career opportunities | Educational opportunities | Cost of living | Political situation in my country | Weather / climate | Personal safety | Escaping oppression or discrimination in my country | Economic situation in my country | Civic freedoms
23230110-dc67-0135-8c16-0a901406a434,16,city,MX,low,female,"Yes, as a citizen","In school, university or practical training",Prefer not to say,Less than half,Somewhat secure,... a little better,... get a little better,Neither well nor poorly,... stayed the same,... get a little better,... increased a lot,... increase moderately,Not very secure,... decrease a little,Neither the right moment nor the wrong moment,More purchases,Slightly more,Strongly agree,Strongly disapprove,Strongly disapprove,,Strongly disapprove,,,,A little,Not a lot,Sometimes acceptable,... stayed the same,Very angry,... stayed the same,A little angry,Yes,Not very stable,Not very likely,Somewhat negative,Canada | United States,,United States,,Too little,Sometime later,Desire to travel / see the world
