meta.uuid,dem.age,dem.city_or_rural,dem.country_code,dem.education_level,dem.gender,question.DAL_residency,question.DAL_employment_status,question.DAL_household_income,question.DAL_disposable_income,question.DAL_CCI-Q12_household_finance_present,question.DAL_CCI_EC-Q1_household_finance_past,question.DAL_CCI_EC-Q2_household_finance_future,question.DAL_CCI-Q14_economic_situation_present,question.DAL_CCI_EC-Q3_economic_situation_past,question.DAL_CCI_EC-Q4_economic_situation_future,question.DAL_CCI_EC-Q5_inflation_past,question.DAL_CCI_EC-Q6_inflation_future,question.DAL_CCI-Q13_job_situation_present,question.DAL_CCI_EC-Q7_unemployment_future,question.DAL_CCI_EC-Q8_purchases_present,question.DAL_CCI_EC-Q9_purchases_future,question.DAL_PolRisk_democratic_change,question.DAL_PolRisk_strong_leader,question.DAL_PolRisk_approve_president,question.DAL_PolRisk_approve_political_rep,question.DAL_PolRisk_approve_ruling_party_VE,question.DAL_PolRisk_approve_ruling_party_MX,question.DAL_PolRisk_approve_ruling_party_BR,question.DAL_PolRisk_approve_ruling_party_TR,question.DAL_PolRisk_approve_ruling_party_UA,question.DAL_PolRisk_trust_police,question.DAL_PolRisk_trust_courts,question.DAL_PolRisk_tax_evasion,question.DAL_PolRisk_inequality_past,question.DAL_PolRisk_inequality_anger,question.DAL_PolRisk_corrupt_past,question.DAL_PolRisk_corrupt_anger,question.DAL_PolRisk_corrupt_experience,question.DAL_PolRisk_politcal_stability,question.DAL_PolRisk_protest_likelihood,question.DAL_opinion_foreign_companies,question.DAL_positive_countries_MX_BR_VE,question.DAL_positive_countries_UA_TR_EG,question.DAL_negative_countries_MX_BR_VE,question.DAL_negative_countries_UA_TR_EG,question.DAL_protectionism,question.DAL_migration_time,question.DAL_migration_motives
385b73e0-bb31-0135-ab0c-0a62aae02c3c,53,city,TR,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",2000 - 3000,About half,Not very secure,... the same,... get a little better,Fairly poorly,... got a little worse,... get a little better,... increased moderately,... increase moderately,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Slightly less,Somewhat agree,Somewhat disapprove,Somewhat disapprove,,,,Somewhat approve,,A little,Not a lot,Sometimes acceptable,... increased a little,A little angry,... increased a little,A little angry,Yes,Somewhat stable,Somewhat likely,Somewhat positive,,Germany | United States | China | India | Japan | Ukraine,,Saudi Arabia | Russia | France,The right amount,Sometime later,Political situation in my country | Desire to travel / see the world | Personal safety | Economic situation in my country | Other reason related to quality of life
385cb950-b106-0135-2860-0a62aae02c3c,25,city,VE,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",More than 3000,All of it,Not at all secure,... a lot worse,... get a lot better,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not very secure,... increase a little,Neither the right moment nor the wrong moment,Fewer purchases,Much less,Strongly disagree,Strongly disapprove,Somewhat disapprove,Strongly disapprove,,,,,Not at all,Not at all,Always acceptable,... decreased a little,A little angry,... increased a lot,Very angry,Yes,Not at all stable,Somewhat likely,Very positive,United States | Spain | China | Germany,,China,,Too little,Within the next year,Economic situation in my country | Personal safety | Civic freedoms | Political situation in my country | Job / career opportunities | Cost of living | Desire to travel / see the world | Other reason related to quality of life
385f0500-b1d5-0135-79c7-0a901406a434,39,city,TR,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",500 - 750,Most of it,Not very secure,... a little worse,... stay the same,Very poorly,... got a little worse,... stay the same,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,Neither the right moment nor the wrong moment,About the same,Slightly less,Neither agree nor disagree,Somewhat approve,Somewhat approve,,,,Somewhat approve,,Not a lot,Not a lot,Never acceptable,... increased a little,A little angry,... stayed the same,A little angry,No,Not very stable,Not very likely,Somewhat positive,,Germany,,United States,Don't know,Never,
38687170-b11e-0135-7140-0a901406a434,43,rural,BR,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",750 - 1000,About half,Not very secure,... the same,... get a little better,Fairly poorly,... stayed the same,... stay the same,... increased a lot,... stay about the same,Not very secure,... stay the same,The wrong moment,Fewer purchases,Neither more nor less,Strongly disagree,Somewhat disapprove,Somewhat disapprove,,,Somewhat disapprove,,,A little,A lot,Never acceptable,... stayed the same,Not very angry,... stayed the same,Very angry,No,Not very stable,Not at all likely,Very positive,Germany | China | France | United States | Japan,,None of the above,,The right amount,Sometime later,Desire to travel / see the world | Personal safety | Job / career opportunities | Political situation in my country
38820000-b123-0135-4dcb-0a62aae02c3c,22,city,TR,medium,male,"Yes, as a citizen","In school, university or practical training",400 - 500,About half,Not very secure,... a little worse,... get a little worse,Neither well nor poorly,... got a little worse,Don't know,... increased moderately,Don't know,Somewhat secure,Don't know,Neither the right moment nor the wrong moment,Don't know,Neither more nor less,Somewhat agree,Strongly approve,Somewhat approve,,,,Somewhat approve,,Not a lot,Not a lot,Never acceptable,Don't know,Not at all angry,Don't know,Not at all angry,No,Don't know,Not at all likely,Neither positive nor negative,,Russia | Ukraine | Japan,,Germany | Saudi Arabia | France | India | China | United States | United Kingdom,Too little,Sometime later,Job / career opportunities | Cost of living | Economic situation in my country | Desire to travel / see the world | Educational opportunities | Other reason related to quality of life | Other reason
3884fb30-b136-0135-61b4-0a62aae02c3c,15,rural,UA,medium,male,"Yes, as a citizen","In school, university or practical training",300 - 400,Most of it,Prefer not to answer,... a lot worse,... get a lot worse,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,Don't know,Prefer not to answer,... increase a lot,Don't know,Don't know,Much more,Strongly disagree,Strongly disapprove,Strongly disapprove,,,,,Strongly disapprove,Not at all,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not at all stable,Not at all likely,Neither positive nor negative,,Germany,,Russia,Too little,Never,
3892c6b0-b103-0135-4e3e-0a901406a434,16,rural,VE,low,male,"Yes, as a citizen","In school, university or practical training",More than 3000,All of it,Not very secure,... the same,... get a little worse,Fairly poorly,... got a little worse,... get a little worse,... increased a lot,... increase a lot,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,Fewer purchases,Slightly less,Strongly disagree,Neither approve nor disapprove,Somewhat disapprove,Somewhat disapprove,,,,,Not at all,Not a lot,Never acceptable,... decreased a lot,Very angry,... increased a lot,Very angry,Yes,Not very stable,Not very likely,Very negative,China,,United States,,Too little,Sometime later,Economic situation in my country | Cost of living | Job / career opportunities | Personal safety | Educational opportunities | Desire to travel / see the world | Other reason related to quality of life
38c35f20-b120-0135-73d2-0a901406a434,22,city,VE,medium,female,"Yes, as a citizen","In school, university or practical training",Prefer not to say,Most of it,Not very secure,... a little worse,... get a lot better,Very poorly,... got a lot worse,Don't know,... increased a lot,... increase a lot,Not very secure,... stay the same,Neither the right moment nor the wrong moment,Fewer purchases,Much less,Somewhat agree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,A little,Sometimes acceptable,... increased a lot,A little angry,... increased a lot,Very angry,No,Not at all stable,Somewhat likely,Very positive,United States | Spain | Germany | United Kingdom,,China,,Too little,Within the next year,Job / career opportunities | Desire to travel / see the world | Economic situation in my country | Personal safety | Political situation in my country | Cost of living
38c8b3e0-b1b0-0135-c3ad-0a62aae02c3c,20,city,EG,medium,male,"Yes, as a citizen","In school, university or practical training",1000 - 1500,About half,Somewhat secure,... a lot better,... get a lot better,Very poorly,... got a lot worse,Don't know,... increased a lot,Don't know,Prefer not to answer,... increase a little,The wrong moment,Fewer purchases,Neither more nor less,Strongly agree,Somewhat disapprove,Neither approve nor disapprove,,,,,,Not at all,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not very stable,Very likely,Neither positive nor negative,,Turkey | Japan,,China,Too little,Sometime later,Political situation in my country | Economic situation in my country
38d45c20-b133-0135-5ec2-0a62aae02c3c,38,city,VE,medium,female,"Yes, as a citizen","Employed, working 30 or more hours per week",Under 100,All of it,Not at all secure,... a lot worse,Don't know,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not at all secure,... increase a lot,The wrong moment,Fewer purchases,Much less,Strongly agree,Strongly disapprove,Neither approve nor disapprove,Somewhat disapprove,,,,,Not a lot,Not a lot,Never acceptable,Don't know,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Very positive,United States | Germany | Japan | China | France,,None of the above,,Too little,Sometime later,Economic situation in my country
38dd9240-b125-0135-7998-0a901406a434,29,city,UA,medium,female,"Yes, as a citizen",Entrepreneur / Employer,Prefer not to say,Don't know,Somewhat secure,... a little better,... get a little better,Neither well nor poorly,... got a little better,... get a little worse,... increased a lot,... increase a lot,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Much more,Neither agree nor disagree,Somewhat disapprove,Neither approve nor disapprove,,,,,Strongly approve,Not a lot,A little,Never acceptable,... increased a little,Very angry,... decreased a little,Not very angry,No,Somewhat stable,Not at all likely,Somewhat positive,,Japan | France | China,,Russia | United States,Don't know,Never,
390b79d0-b1da-0135-f785-0a62aae02c3c,18,city,UA,medium,female,"Yes, as a citizen","In school, university or practical training",750 - 1000,About half,Not very secure,... the same,... get a little better,Neither well nor poorly,... got a lot worse,... stay the same,... increased a lot,... increase a lot,Not very secure,... increase a little,The wrong moment,Fewer purchases,Neither more nor less,Strongly agree,Strongly disapprove,Strongly disapprove,,,,,Somewhat disapprove,Not a lot,A little,Never acceptable,... stayed the same,A little angry,... stayed the same,A little angry,Yes,Not at all stable,Not very likely,Very positive,,United States | France | China | Germany,,None of the above,The right amount,Within the next 3 years,Job / career opportunities | Economic situation in my country | Proximity to family | Political situation in my country
39270f10-b17d-0135-1f0c-0a901406a434,35,city,MX,medium,male,"Yes, as a citizen","Employed, working 30 or more hours per week",200 - 300,All of it,Somewhat secure,... the same,... get a lot better,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not very secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Much more,Strongly agree,Strongly disapprove,Strongly disapprove,,Strongly disapprove,,,,Not at all,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Very stable,Somewhat likely,Somewhat positive,Germany | China | United Kingdom,,United States,,Too little,Sometime later,Economic situation in my country | Job / career opportunities | Other reason related to quality of life
3947f270-b13f-0135-69ea-0a62aae02c3c,45,city,VE,medium,male,"Yes, as a citizen","Employed, working 30 or more hours per week",Prefer not to say,All of it,Not very secure,... a lot worse,... stay the same,Very poorly,... got a lot worse,... stay the same,... increased a lot,... increase moderately,Somewhat secure,... stay the same,The wrong moment,Fewer purchases,Much less,Strongly disagree,Strongly disapprove,Neither approve nor disapprove,Strongly disapprove,,,,,Not a lot,Not at all,Sometimes acceptable,... increased a lot,Not at all angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Neither positive nor negative,United States | Spain | Germany | France | United Kingdom | Canada,,China,,Too little,Sometime later,Political situation in my country | Economic situation in my country | Civic freedoms
3977b010-b8e0-0135-f0df-0a901406a434,31,city,TR,low,female,"Yes, as a citizen","Not employed, currently NOT looking for work",Prefer not to say,Most of it,Not very secure,... a little better,... stay the same,Fairly poorly,... got a little worse,... stay the same,... increased moderately,... increase moderately,Not very secure,... increase a lot,Neither the right moment nor the wrong moment,Fewer purchases,Slightly less,Neither agree nor disagree,Somewhat disapprove,Neither approve nor disapprove,,,,Neither approve nor disapprove,,A little,A little,Never acceptable,... increased a little,A little angry,... increased a little,A little angry,No,Not very stable,Somewhat likely,Somewhat negative,,Russia,,India | Germany | Japan | France | China | Saudi Arabia | Ukraine | United Kingdom | United States,The right amount,Never,
39894fa0-b15b-0135-7e43-0a62aae02c3c,21,city,BR,low,female,"Yes, as a citizen","Not employed, currently looking for work",400 - 500,Most of it,Somewhat secure,... a lot better,... get a lot better,Very poorly,... got a little worse,... get a lot better,... increased a lot,... increase a lot,Not very secure,... increase a lot,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Strongly agree,Neither approve nor disapprove,Neither approve nor disapprove,,,Neither approve nor disapprove,,,A little,Not a lot,Sometimes acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not very stable,Somewhat likely,Very positive,Germany | United States | Japan | China,,United Kingdom | Canada | Spain,,Too little,Sometime later,Cost of living | Educational opportunities | Desire to travel / see the world
39aa0230-b107-0135-539c-0a901406a434,40,city,TR,high,female,"Yes, as a citizen",Selfå_-employed / Freelancer,750 - 1000,Most of it,Not very secure,... a little worse,... get a little worse,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase moderately,Not very secure,... increase a lot,The wrong moment,Fewer purchases,Slightly less,Neither agree nor disagree,Strongly disapprove,Somewhat disapprove,,,,Strongly disapprove,,A little,Not at all,Sometimes acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not very stable,Not very likely,Somewhat negative,,Germany | Russia,,United States | China,Too little,Within the next 3 years,Other reason related to quality of life
39b22860-b4a6-0135-40e6-0a901406a434,42,city,EG,medium,male,"Yes, as a citizen","Employed, working 30 or more hours per week",100 - 200,Most of it,Somewhat secure,... the same,... get a little better,Fairly poorly,... got a little worse,... get a little better,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,Neither the right moment nor the wrong moment,More purchases,Neither more nor less,Somewhat agree,Neither approve nor disapprove,Somewhat disapprove,,,,,,A lot,A lot,Never acceptable,... increased a lot,Not at all angry,... stayed the same,Very angry,No,Somewhat stable,Not at all likely,Neither positive nor negative,,China,,None of the above,The right amount,Never,
39bc4220-b12f-0135-5a9d-0a62aae02c3c,22,rural,VE,medium,female,"Yes, as a citizen","In school, university or practical training",2000 - 3000,All of it,Not very secure,... a little better,... get a little better,Fairly poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not very secure,... increase a lot,The wrong moment,Fewer purchases,Slightly less,Somewhat disagree,Strongly disapprove,Strongly disapprove,Somewhat disapprove,,,,,Not a lot,A little,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not very stable,Not at all likely,Somewhat positive,Spain | United States | Germany | China | Canada,,None of the above,,Too little,Sometime later,Desire to travel / see the world | Proximity to family | Economic situation in my country | Cost of living | Job / career opportunities
39c5a250-b114-0135-3b89-0a62aae02c3c,52,city,BR,medium,female,"Yes, as a citizen",Selfå_-employed / Freelancer,750 - 1000,Most of it,Somewhat secure,... the same,... get a lot better,Neither well nor poorly,... got a lot worse,... get a little better,... increased a lot,... increase a lot,Somewhat secure,... stay the same,Neither the right moment nor the wrong moment,About the same,Much less,Strongly agree,Strongly disapprove,Strongly disapprove,,,Strongly disapprove,,,Not at all,Not a lot,Never acceptable,... stayed the same,A little angry,... stayed the same,Very angry,No,Not at all stable,Somewhat likely,Somewhat positive,France | United Kingdom | Germany | Canada | Japan | Spain | China | United States,,None of the above,,Don't know,Never,
39c9c590-b117-0135-695b-0a901406a434,15,city,EG,medium,female,"Yes, as a citizen",Entrepreneur / Employer,200 - 300,About half,Somewhat secure,... a lot better,... stay the same,Very poorly,... got a lot worse,... stay the same,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,Neither the right moment nor the wrong moment,About the same,Much less,Somewhat agree,Strongly disapprove,Neither approve nor disapprove,,,,,,Not at all,Not at all,Sometimes acceptable,... increased a lot,Very angry,... increased a lot,A little angry,Yes,Don't know,Very likely,Very negative,,None of the above,,United Kingdom | United States | Germany | Russia,Too little,Within next 3 months,Economic situation in my country | Political situation in my country | Personal safety
3a126000-b0fe-0135-1dbc-0a62aae02c3c,42,city,VE,high,male,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",More than 3000,Most of it,Not very secure,... a lot worse,... get a lot worse,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not very secure,... increase a lot,The right moment,Fewer purchases,Much less,Strongly disagree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not a lot,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not at all stable,Not at all likely,Very positive,Japan | United States | Germany | France | United Kingdom | Canada | Spain,,China,,Too little,Sometime later,Economic situation in my country | Escaping oppression or discrimination in my country | Political situation in my country | Cost of living | Personal safety | Civic freedoms | Educational opportunities | Retirement | Other reason related to quality of life
3a2296f0-b167-0135-8688-0a62aae02c3c,33,city,UA,medium,female,"Yes, as a citizen",Selfå_-employed / Freelancer,400 - 500,About half,Somewhat secure,... a little better,... get a little better,Fairly poorly,... stayed the same,... stay the same,... increased a little,... increase a little,Somewhat secure,... stay the same,The wrong moment,About the same,Slightly more,Somewhat agree,Somewhat disapprove,Neither approve nor disapprove,,,,,Somewhat disapprove,Not a lot,A little,Never acceptable,... stayed the same,Not very angry,... increased a little,A little angry,No,Not very stable,Not very likely,Somewhat positive,,China | Russia,,None of the above,The right amount,Never,
3a8126e0-b367-0135-0486-0a901406a434,41,city,TR,medium,female,"Yes, as a citizen","Employed, working 30 or more hours per week",Prefer not to say,Don't know,Prefer not to answer,... a little better,Don't know,Very poorly,... got a little worse,... get a little worse,Don't know,Don't know,Not very secure,... increase a lot,Neither the right moment nor the wrong moment,Don't know,Neither more nor less,Neither agree nor disagree,Somewhat disapprove,Neither approve nor disapprove,,,,Neither approve nor disapprove,,A little,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Don't know,Not at all likely,Very negative,,None of the above,,None of the above,Don't know,Never,
3a8f5020-b136-0135-e915-0a901406a434,24,city,MX,low,female,"Yes, as a citizen",None of the above,Under 100,Most of it,Not at all secure,... a little worse,... get a little better,Fairly poorly,... got a little worse,... get a little better,... increased a lot,... decrease,Not very secure,... decrease a little,The wrong moment,Fewer purchases,Slightly less,Somewhat agree,Somewhat disapprove,Somewhat disapprove,,Strongly disapprove,,,,Not at all,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not very stable,Not at all likely,Somewhat positive,None of the above,,None of the above,,Too little,Never,
3a9974e0-b299-0135-1e2b-0a62aae02c3c,54,city,BR,low,female,"Yes, as a citizen",Retired,750 - 1000,Most of it,Somewhat secure,... a little worse,... stay the same,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not at all secure,... increase a lot,The wrong moment,Fewer purchases,Much less,Strongly agree,Strongly disapprove,Strongly disapprove,,,Strongly disapprove,,,A little,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Very stable,Not at all likely,Neither positive nor negative,China | United States,,None of the above,,Too little,Sometime later,Job / career opportunities | Economic situation in my country | Personal safety | Educational opportunities | Cost of living | Desire to travel / see the world
3a99b1f0-b1d7-0135-f3d4-0a62aae02c3c,52,city,MX,low,male,"Yes, as a citizen",Entrepreneur / Employer,2000 - 3000,Less than half,Somewhat secure,... a little better,... get a lot better,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,Neither the right moment nor the wrong moment,Fewer purchases,Much less,Somewhat agree,Strongly disapprove,Strongly disapprove,,Strongly disapprove,,,,Not at all,Not at all,Sometimes acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Very positive,China | Spain | France | United States | Germany | Japan | Canada,,None of the above,,Too little,Within the next year,Personal safety | Political situation in my country
3aab5f70-b18a-0135-2893-0a901406a434,22,city,UA,medium,female,"Yes, as a citizen","Employed, working 30 or more hours per week",100 - 200,Most of it,Not at all secure,... a little worse,... stay the same,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Somewhat secure,... stay the same,The wrong moment,Don't know,Neither more nor less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,,,,Neither approve nor disapprove,Not at all,Not a lot,Never acceptable,... stayed the same,A little angry,... increased a little,Very angry,No,Not at all stable,Not at all likely,Neither positive nor negative,,None of the above,,None of the above,Too little,Never,
3aaff1a0-b108-0135-2ae6-0a62aae02c3c,25,city,VE,medium,female,"Yes, as a citizen","Not employed, currently looking for work",Under 100,About half,Not at all secure,... a lot better,... get a little better,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... decrease,Not at all secure,... decrease a lot,The wrong moment,Fewer purchases,Much less,Strongly agree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not at all stable,Somewhat likely,Very positive,United States | Germany | Canada | France | Spain,,China | Japan,,Too little,Sometime later,Economic situation in my country | Political situation in my country | Civic freedoms | Job / career opportunities | Personal safety | Educational opportunities | Cost of living
3ad3d210-b117-0135-3f8f-0a62aae02c3c,22,city,TR,low,male,"Yes, as a citizen","Not employed, currently NOT looking for work",300 - 400,About half,Not very secure,... the same,Don't know,Neither well nor poorly,... got a little better,Don't know,... increased moderately,... increase a lot,Not at all secure,... increase a lot,Neither the right moment nor the wrong moment,Fewer purchases,Slightly more,Strongly agree,Somewhat approve,Strongly approve,,,,Somewhat approve,,Not a lot,A little,Never acceptable,... increased a lot,Very angry,... increased a little,Very angry,No,Somewhat stable,Not at all likely,Very negative,,China | Russia | Saudi Arabia,,United States,Don't know,Never,
3b0b4570-b0fd-0135-45d1-0a901406a434,35,city,UA,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",300 - 400,Less than half,Not very secure,... a lot worse,... stay the same,Very poorly,... got a lot worse,... get a little worse,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,Neither the right moment nor the wrong moment,Fewer purchases,Much less,Somewhat agree,Strongly disapprove,Strongly disapprove,,,,,Strongly disapprove,A little,Not at all,Never acceptable,... increased a lot,A little angry,... increased a lot,Very angry,Yes,Not at all stable,Not very likely,Somewhat positive,,Germany | France | Japan | Russia,,United States | China,Too little,Sometime later,Economic situation in my country | Job / career opportunities | Cost of living | Political situation in my country
3b29f3c0-b1d4-0135-7894-0a901406a434,59,city,MX,medium,male,"Yes, as a citizen",Retired,300 - 400,All of it,Somewhat secure,... a little better,... get a little better,Fairly poorly,... got a little worse,... stay the same,... increased moderately,... increase moderately,Somewhat secure,... stay the same,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Strongly agree,Somewhat disapprove,Strongly disapprove,,Somewhat disapprove,,,,Not at all,Not at all,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not very stable,Not at all likely,Somewhat positive,Germany | Spain,,China,,Too little,Sometime later,Personal safety
3b443340-bc42-0135-1b2e-0a62aae02c3c,17,city,EG,low,female,"Yes, as a citizen","In school, university or practical training",200 - 300,Most of it,Somewhat secure,... a little better,... get a lot better,Fairly poorly,... got a lot worse,... get a lot better,... increased a lot,... increase a lot,Somewhat secure,... decrease a little,Neither the right moment nor the wrong moment,About the same,Slightly more,Strongly agree,Strongly disapprove,Somewhat disapprove,,,,,,A lot,Not a lot,Never acceptable,... increased a little,Very angry,... increased a lot,Very angry,Yes,Not very stable,Not at all likely,Somewhat negative,,Japan,,United States | China,Too much,Within the next year,Desire to travel / see the world
3b6e4470-b34d-0135-e098-0a901406a434,15,city,MX,low,female,"Yes, as a citizen",None of the above,Prefer not to say,Most of it,Somewhat secure,... the same,... get a little better,Neither well nor poorly,... got a little worse,... stay the same,... increased moderately,... increase moderately,Somewhat secure,... decrease a little,Don't know,Don't know,Neither more nor less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,Neither approve nor disapprove,,,,A little,A little,Never acceptable,... increased a little,Not very angry,Don't know,A little angry,No,Not very stable,Not at all likely,Somewhat positive,Japan | United States | China,,None of the above,,Too little,Within the next 3 years,Educational opportunities | Desire to travel / see the world
3b72a7f0-b107-0135-29b4-0a62aae02c3c,23,city,BR,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",750 - 1000,About half,Very secure,... a little better,... get a little better,Neither well nor poorly,... got a lot worse,... stay the same,... increased a lot,... increase a lot,Very secure,... increase a little,Don't know,Fewer purchases,Much less,Somewhat agree,Somewhat disapprove,Somewhat disapprove,,,Strongly disapprove,,,A little,A little,Never acceptable,... increased a little,Very angry,... increased a lot,Very angry,No,Not at all stable,Somewhat likely,Neither positive nor negative,Japan,,China,,Don't know,Sometime later,Political situation in my country | Cost of living | Educational opportunities | Economic situation in my country
3b75cb30-b115-0135-3cce-0a62aae02c3c,43,city,UA,high,male,"Yes, but not as a citizen","Employed, working 30 or more hours per week",100 - 200,All of it,Not very secure,... the same,Don't know,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,Neither the right moment nor the wrong moment,Don't know,Neither more nor less,Neither agree nor disagree,Neither approve nor disapprove,Neither approve nor disapprove,,,,,Neither approve nor disapprove,Not at all,Not at all,Never acceptable,... increased a lot,Not at all angry,... increased a lot,Not at all angry,No,Don't know,Not at all likely,Somewhat positive,,None of the above,,None of the above,Don't know,Sometime later,Job / career opportunities
3b787720-b151-0135-7725-0a62aae02c3c,15,rural,BR,low,male,"Yes, as a citizen","In school, university or practical training",750 - 1000,Most of it,Somewhat secure,... the same,... get a little better,Very poorly,... got a little better,... get a little better,... increased moderately,... increase moderately,Somewhat secure,... decrease a little,The wrong moment,About the same,Slightly more,Strongly agree,Somewhat disapprove,Strongly disapprove,,,Somewhat disapprove,,,A lot,Not a lot,Never acceptable,... stayed the same,Not very angry,... increased a little,Very angry,No,Not at all stable,Very likely,Somewhat positive,United States | Japan | United Kingdom,,China,,Too little,Sometime later,Economic situation in my country | Desire to travel / see the world | Political situation in my country | Cost of living | Educational opportunities | Personal safety | Other reason related to quality of life
3b7912a0-b197-0135-aadd-0a62aae02c3c,26,city,TR,medium,male,"Yes, as a citizen","In school, university or practical training",200 - 300,Most of it,Not very secure,... a lot better,... get a lot better,Fairly poorly,... got a lot worse,... get a lot worse,... increased moderately,... increase moderately,Prefer not to answer,... increase a little,The wrong moment,About the same,Much less,Strongly disagree,Somewhat disapprove,Somewhat disapprove,,,,Somewhat disapprove,,Not at all,Not at all,Never acceptable,... increased a little,Very angry,... increased a little,Very angry,No,Not at all stable,Somewhat likely,Somewhat positive,,United States | Germany | United Kingdom,,Saudi Arabia,The right amount,Within the next year,Escaping oppression or discrimination in my country | Civic freedoms | Educational opportunities
3b7dc070-b120-0135-73d5-0a901406a434,21,city,EG,high,female,"Yes, as a citizen","In school, university or practical training",300 - 400,Most of it,Not at all secure,... a lot worse,... get a little better,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Not at all secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Much less,Somewhat agree,Strongly disapprove,Strongly disapprove,,,,,,Not at all,Not a lot,Sometimes acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Somewhat likely,Somewhat negative,,China | Germany,,United States | Turkey,Too little,Within the next 3 years,Political situation in my country | Escaping oppression or discrimination in my country | Economic situation in my country | Personal safety | Civic freedoms | Cost of living | Desire to travel / see the world | Other reason related to quality of life
3b7f85a0-b113-0135-6441-0a901406a434,44,city,VE,low,female,"Yes, as a citizen",Selfå_-employed / Freelancer,More than 3000,Most of it,Somewhat secure,... a little worse,... get a lot better,Very poorly,... got a lot worse,... get a little worse,... increased a lot,... increase a lot,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Much less,Somewhat agree,Strongly disapprove,Neither approve nor disapprove,Somewhat disapprove,,,,,Not at all,Not at all,Sometimes acceptable,... increased a lot,Not very angry,... increased a lot,Very angry,Yes,Not at all stable,Somewhat likely,Neither positive nor negative,United States,,China,,Too much,Within the next year,Other reason related to quality of life
